"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Feb 29 11:56:34 GMT 2024","Thu Feb 29 11:56:34 GMT 2024","585","automation.tests","person_api_crud_test","","","","test_delete_person",""
"passed","Thu Feb 29 11:56:33 GMT 2024","Thu Feb 29 11:56:34 GMT 2024","458","automation.tests","person_api_crud_test","","","","test_create_new_person",""
"passed","Thu Feb 29 11:56:33 GMT 2024","Thu Feb 29 11:56:33 GMT 2024","418","automation.tests","person_api_crud_test","","","","test_get_single_person",""
"passed","Thu Feb 29 11:56:32 GMT 2024","Thu Feb 29 11:56:33 GMT 2024","457","automation.tests","person_api_crud_test","","","","test_get_all_persons",""
